Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,站起来了,10,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,太不容易了。,5,China Progress,Influencer
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,这不是好事嘛？？,2,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,谢谢政委，受教了！,10,China Progress,Media
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,雪如意,7,China Progress,Media
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,打破心中的神,9,China Progress,Influencer
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,人有多大能力就享受什么样的生活,9,China Progress,Influencer
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,上号了,7,China Progress,None
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,老外：外国货 高级！ 哈哈,5,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,作为八零后出生的我，一路听来心潮澎湃，激动不已！我为祖国骄傲自豪！,7,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,日韩友谊靠美国,1,China Progress,Famous Content Creator
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,那你这也太爱国了吧 你让我们这些人怎么办？,2,China Progress,Government
9,47000,86,"(2025, 1, 3)",杜文龙,79469,115,核聚变宇宙飞船也要跟上,10,China Progress,Public Figure
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,Bgm别停啊,1,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,不应该是人皇吗？,8,China Progress,None
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,别人有的我们都有,9,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,我玩文明就不喜欢结盟,5,China Progress,Media
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,小米电视NB,6,China Progress,Influencer
1,37000,568,"(2021, 11, 5)",酷玩实验室,1414944,41,铁军功不可没,3,China Progress,Famous Content Creator
0,423000,476,"(2019, 7, 22)",2的弓可4,340,73,作业借用，不商用 •᷄ࡇ•᷅ ,10,China Progress,None
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,8500年前，山东地区已经有东夷部落，5000年只是文明史,10,China Progress,None
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,是的是的弹幕都是大神，我们绝对没有把少数民族叫蛮夷哦～绝对没有鄙视他们哦～,10,China Progress,Famous Content Creator
1,290000,1137,"(2025, 1, 5)",冯无畏,340492,129,还是差一点啊，没有核动力航母,1,China Progress,Famous Content Creator
5,646000,217,"(2022, 10, 7)",人民日报,16202419,2,信息老师给我们看过,6,China Progress,Media
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,一涉及到历史，没脑子的就都退出了,10,China Progress,Influencer
5,785000,336,"(2022, 9, 23)",人民日报,16202436,82,全体起立！,3,China Progress,Media
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,感谢所有摄影师,10,China Progress,Famous Content Creator
2,444000,732,"(2024, 3, 22)",金灿荣教授,1292725,71,他们就是想树立一个敌人，便于做事,3,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,先辈换来的和平,7,China Progress,None
5,1537000,5771,"(2021, 6, 26)",人民网,3995321,4,工人万岁！！,7,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,出师表，预备起！,2,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,打扮好漂亮,9,China Progress,Famous Content Creator
2,161000,223,"(2022, 9, 19)",金灿荣教授,1292725,134,参考：权能之戒，黑暗精灵很正确,3,China Progress,Influencer
0,196000,7736,"(2018, 10, 28)",风中凌乱的小透明,892,176,表白oner和十七,2,China Progress,None
2,444000,732,"(2024, 3, 22)",金灿荣教授,1292725,71,内力就是我们的文化 ,9,China Progress,Influencer
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,韩国是美国的殖民地啊，能一样,1,China Progress,Influencer
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,要哭了,7,China Progress,Famous Content Creator
2,444000,732,"(2024, 3, 22)",金灿荣教授,1292725,71,75w不是tiktok吗,2,China Progress,Influencer
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,人家比亚迪有芯片！别把手机芯片和汽车芯片混为一谈！,2,China Progress,Influencer
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,这个不比电车难题还难?,2,China Progress,Influencer
1,727000,1227,"(2024, 12, 13)",鹿头军师,491292,128,关键问题是外贸你贵了别人就不买你的了，你的收益是0，还不如赚的少点,5,China Progress,Famous Content Creator
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,保卫我们大好河山,7,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,不干正事！,3,China Progress,None
2,444000,732,"(2024, 3, 22)",金灿荣教授,1292725,71,苏联没有几艘航母，人口没有我们多，太空竞赛也大幅落后美国,7,China Progress,Influencer
4,490000,429,"(2021, 5, 4)",共青团中央,11416633,131,加油,3,China Progress,Government
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,封建思想的统治下开展工业革命势必会加速解放思想皇权为了巩固政治肯定也会有意去限制一下工业发展,10,China Progress,Famous Content Creator
2,72000,1477,"(2022, 5, 25)",赛车手谢欣哲,244611,26,4,4,China Progress,Influencer
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,现在已经过了,8,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,参见不良帅,4,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,1924也是中山大学成立的时候,5,China Progress,None
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,南下！统一,4,China Progress,Famous Content Creator
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,太美了！！！,4,China Progress,Media
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,做梦吧,10,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,本来就比人家落后了还慢慢来，不准备翻身了？,6,China Progress,Media
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,这个真好听我现在还在听,7,China Progress,None
1,242000,1910,"(2019, 1, 15)",天才简史,1877167,103,欧拉,6,China Progress,Famous Content Creator
6,163000,442,"(2023, 4, 14)",人大国关继续教育,47995,66,保持7%可以,4,China Progress,Organization
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,因为你不知道中国人是怎么做事的,8,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,转换身份，这些操作也正常，教会徒弟饿死师傅,8,China Progress,Famous Content Creator
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,中国牛逼,8,China Progress,None
1,240000,468,"(2023, 6, 16)",司空离,126032,49,是这样的,1,China Progress,Famous Content Creator
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,这个时候我爸爸妈妈已经结婚了,9,China Progress,None
5,785000,336,"(2022, 9, 23)",人民日报,16202436,82,借用一下做科普宣传，标注出处,6,China Progress,Media
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,还行,6,China Progress,Famous Content Creator
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,用封建时代的眼光看乾隆确实做得还行,9,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,真实,9,China Progress,Media
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,都是志愿军拿命换的,2,China Progress,Influencer
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,为中国打call,4,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,越南在哪？广南省吗？,7,China Progress,Media
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,建国同志，洋装虽然穿在身,3,China Progress,Government
0,230000,427,"(2023, 10, 25)",马克白兰地,276232,23,不算的，不算的！,8,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,象棋之争,5,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,对马岛之魂是这个时候吧,5,China Progress,None
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,2025继续跟着祖国一起向上,6,China Progress,Media
0,117000,227,"(2023, 6, 6)",运动精英,7402,143,60亿人几个人接力拿冠军，难度确实不小,4,China Progress,None
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,金砖国家打PK，中国队说：一个能打的都没有,7,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,政委好像不是党员,6,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,绕口令吗,9,China Progress,None
9,47000,86,"(2025, 1, 3)",杜文龙,79469,115,这么巧,1,China Progress,Public Figure
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,愿以吾辈之青春，护卫这盛世中华,10,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,这个养马的是秦,10,China Progress,None
0,530000,748,"(2025, 2, 4)",十厂长啊,63663,113,冷知识。把地球卖了都无法让全中国人过上美国人那样的生活。,2,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,嘿嘿嘿,9,China Progress,Media
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,自己进口原矿加工后再出口钢铁,8,China Progress,Famous Content Creator
5,35000,11,"(2021, 2, 23)",新华网,1446926,121,有点看不懂,7,China Progress,Media
1,334000,1941,"(2023, 8, 26)",硬核资本论,2243691,60,三十年前我六岁，吃不饱，一个月吃一吃肥肉，现在只想减肥,8,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,666,10,China Progress,None
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,我们已经赢了几千年，偶尔休息几十年罢了,3,China Progress,Famous Content Creator
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,向我开炮！,2,China Progress,Government
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,我来了我来了！！！！！,10,China Progress,None
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,还是不见电。。。,4,China Progress,None
5,646000,217,"(2022, 10, 7)",人民日报,16202419,2,加油,8,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,已经开始扛旗了,9,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,学了李煜很多词,7,China Progress,None
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,@加拿大,9,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,   我们把美国也干趴下,7,China Progress,Media
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,他说人民万岁！,7,China Progress,None
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,三星芯片不挣钱，产品赚钱,1,China Progress,Famous Content Creator
0,196000,7736,"(2018, 10, 28)",风中凌乱的小透明,892,176,Tangram,1,China Progress,None
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,因为他们没开过,3,China Progress,None
0,6620,53,"(2025, 1, 6)",海外见闻,4325,165,你以为我们会像你们霉国佬啊？,2,China Progress,None
1,240000,468,"(2023, 6, 16)",司空离,126032,49,乾隆会下江南！,2,China Progress,Famous Content Creator
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,我们可以拯救世界,1,China Progress,Government
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,钱老,2,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,有,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,元朝统一天下就回来了，抢什么玩意,7,China Progress,None
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,我，搞科研的，打钱,9,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,我爷爷在这里,8,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,儿皇帝,6,China Progress,None
5,305000,357,"(2021, 6, 25)",河南民生频道大参考,196515,33,谢谢你们守护我们的家园……,4,China Progress,Media
5,404000,449,"(2022, 10, 17)",央视新闻,20927290,24,家人们，芯片已突破,7,China Progress,Media
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,其实就是水和鱼的关系,7,China Progress,Influencer
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,这就是先辈的格局,10,China Progress,Influencer
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,实践,3,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,严重怀疑是不是迁都后宫殿材料有问题,7,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,又是个记载扯淡死的莫名其妙的,7,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,生日快乐,9,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,感觉好难,6,China Progress,Famous Content Creator
5,265000,378,"(2023, 10, 1)",央视新闻,20927290,28,啊？,3,China Progress,Media
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,02年我上线啦,5,China Progress,None
0,18000,141,"(2021, 2, 24)",一颗糖学长,55683,67,棒棒棒,1,China Progress,None
4,228000,828,"(2021, 12, 28)",共青团中央,11416626,34,泪目,1,China Progress,Government
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,因为党的领导是正确的，人民的力量是团结的,4,China Progress,Influencer
1,334000,1941,"(2023, 8, 26)",硬核资本论,2243691,60,有一说一 这是事实,4,China Progress,Famous Content Creator
0,210000,62,"(2023, 11, 28)",一个白眼翻上了天,519,5,三连，借用，谢谢,4,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,胜利都是先辈拿生命拼出来的,5,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,杀杀杀！,2,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,浸润式光刻,8,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,传统艺能——扮猪吃虎,8,China Progress,Media
1,242000,1910,"(2019, 1, 15)",天才简史,1877167,103,卧槽这个大会是他发起的啊,3,China Progress,Famous Content Creator
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,有人信吗，台湾解放以后，这种现象，会立竿见影的减少,10,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,司马懿:看见没有？这就是我的前辈,4,China Progress,None
0,287000,473,"(2020, 9, 9)",八戒爱解说,715,47,战忽局上班啦,3,China Progress,None
1,484000,817,"(2024, 5, 24)",鹿头军师,491289,106,江南造船厂:？,6,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,放弃库页岛的那个，几个斯坦的领土是你拿回来的？,10,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,冉闵陈庆之是个啥？段韶韦睿这些才是最高一批的战力，中国历史都能排上号的，三国那伙子没几个有这高度,8,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,上美出产的不是动画片，是美术片,9,China Progress,Famous Content Creator
2,72000,1477,"(2022, 5, 25)",赛车手谢欣哲,244611,26,中国赛车还不成体系,10,China Progress,Influencer
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,饺子啊啊啊啊,6,China Progress,Famous Content Creator
6,163000,442,"(2023, 4, 14)",人大国关继续教育,47995,66,说得好,8,China Progress,Organization
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,继承发展，开拓创新,10,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,这种偏激有存在必要,2,China Progress,Famous Content Creator
1,334000,1941,"(2023, 8, 26)",硬核资本论,2243691,60,30年前水沟特别臭,5,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,耐迁王,4,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,文明6文化点的差不多了，点科技,8,China Progress,Influencer
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,向上，努力,3,China Progress,Media
1,290000,1137,"(2025, 1, 5)",冯无畏,340492,129,老美继续飞它的叶子吧,7,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,这个李成栋是李自成麾下高杰的手下，后来投降清军,10,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,辛苦辛苦辛苦，见面到辛苦必定是江湖,6,China Progress,Media
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,精英来自群众,10,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,。,3,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,海瑞呢,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,李斯被五刑,7,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,几点了？？,5,China Progress,Media
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,小虎宝莲灯真的应该重映一下,9,China Progress,Famous Content Creator
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,快到我了,8,China Progress,None
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,三安就是吧。。。,1,China Progress,Famous Content Creator
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,70%水军，太恐怖了,2,China Progress,None
4,16000,44,"(2021, 10, 2)",广西共青团,248310,40,功勋8人？,8,China Progress,Government
4,228000,828,"(2021, 12, 28)",共青团中央,11416626,34,还有原子弹，中国历史从这一天开始分为两段来写,3,China Progress,Government
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,本初,4,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,闻一多先生,7,China Progress,None
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,中国天眼,6,China Progress,Media
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,美国的历史太短,7,China Progress,None
5,311000,136,"(2023, 3, 5)",人民日报,16202448,147,也是参与者,4,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,怀柔远仁,7,China Progress,Media
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,礼让三次，已过，第一招，镓锗制裁,2,China Progress,Famous Content Creator
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,血战到底,10,China Progress,None
0,250000,3438,"(2019, 5, 3)",熙莫殇,3049,151,但是画的很好,7,China Progress,None
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,头发真多,6,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,唉,6,China Progress,Famous Content Creator
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,打地主 分田地,8,China Progress,Influencer
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,再来亿遍,6,China Progress,Famous Content Creator
0,117000,227,"(2023, 6, 6)",运动精英,7402,143,卡上了？,1,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,我上线了,7,China Progress,None
5,305000,357,"(2021, 6, 25)",河南民生频道大参考,196515,33,人民万岁！,2,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,金兀术：丸辣！,10,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,林清歌001打卡,9,China Progress,Media
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,我们什么时候容易过？弹幕没做就先泄气，国家真是幸甚有你啊,5,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,大明王朝1566,3,China Progress,None
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,感觉不对 ,6,China Progress,Influencer
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,如今，我们已经不惧任何强敌！,8,China Progress,Influencer
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,汽车业国家队是真的不争气,8,China Progress,Influencer
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,我的大嘤啊,2,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,吾辈当自强,7,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,我看过哎！,8,China Progress,Famous Content Creator
2,444000,732,"(2024, 3, 22)",金灿荣教授,1292725,71,毕竟是超级大国,9,China Progress,Influencer
2,175000,852,"(2020, 9, 30)",花落成蚀,39767,114,太赞了！！！,1,China Progress,Influencer
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,美国的遗产税？关你穷人什么事？,3,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,这位更是重量级,4,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,龙之谷呢,3,China Progress,Famous Content Creator
0,247000,383,"(2024, 6, 5)",卢麒元演说,348735,130,每个人都能被遏制，才是日常！,2,China Progress,None
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,厚积薄发,10,China Progress,Influencer
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,几百年的文化很难看懂五千岁的战略,10,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,满分,6,China Progress,Famous Content Creator
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,高铁也是,6,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,中央王朝：我就是玛丽苏白莲花，他们都欺负我,10,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,胡天诚在干嘛,9,China Progress,None
2,72000,1477,"(2022, 5, 25)",赛车手谢欣哲,244611,26,5,6,China Progress,Influencer
0,58000,250,"(2021, 10, 21)",why星人来聊,13436,107,希望中国好的人,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,明虚宗,7,China Progress,None
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,所以现在是东大赶超美帝 领先优势的关键窗口期,6,China Progress,Famous Content Creator
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,逐渐不对劲了,5,China Progress,Influencer
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,低估了一个民族复兴的决心！！！,8,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,闻一多先生啊,10,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,你好,7,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,血战到底,7,China Progress,None
0,16000,37,"(2024, 12, 8)",憨憨趣评,1052,54,看到学校名字就释然了,10,China Progress,None
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,全职高手我爱了,10,China Progress,Famous Content Creator
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,上线！,5,China Progress,None
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,群众路线,4,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,有妖气,9,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,兔子最厉害的就是可以安排百年计划,9,China Progress,Media
2,72000,1477,"(2022, 5, 25)",赛车手谢欣哲,244611,26,看了tcr China 的转播一言难尽,7,China Progress,Influencer
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,请问满族人还能看懂满文吗？哈哈哈哈,9,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,高见！政委高见！,6,China Progress,Media
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,可以自豪  不要骄傲  我坚定的认为祖国复兴我们能看到,9,China Progress,Famous Content Creator
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,中芯在中东同一模板,7,China Progress,Famous Content Creator
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,仙童……,2,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,打到最后就剩下瓦力了……。,9,China Progress,Media
0,48000,259,"(2024, 9, 21)",户晨风的切片站,4895,95,？,6,China Progress,None
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,看看,3,China Progress,Famous Content Creator
1,484000,817,"(2024, 5, 24)",鹿头军师,491289,106,？？？,6,China Progress,Famous Content Creator
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,《军训歌》,8,China Progress,None
1,334000,1941,"(2023, 8, 26)",硬核资本论,2243691,60,不会有人以为纯天然的食物干净程度比得过工业食品吧,10,China Progress,Famous Content Creator
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,韩国的朴正熙,8,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,热战预告,5,China Progress,Media
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,特斯拉哭了,7,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,嘿嘿嘿,7,China Progress,Media
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,国庆快乐,2,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,俄国是真的恶心,10,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,又是这群 满洲正白旗  ，话说，不是正黄旗最高吗？,8,China Progress,None
0,250000,3438,"(2019, 5, 3)",熙莫殇,3049,151,诶嘿！没开宝差评！,7,China Progress,None
0,230000,427,"(2023, 10, 25)",马克白兰地,276232,23,缺德,9,China Progress,None
5,404000,449,"(2022, 10, 17)",央视新闻,20927290,24,杜俊阳实名观看,10,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,江户时代,7,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,顺治不是当和尚了么,3,China Progress,None
5,1537000,5771,"(2021, 6, 26)",人民网,3995321,4,这么业余的配音该换换了,9,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,日本沦为计量单位的哈哈哈,8,China Progress,Media
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,很荣幸，我是中国人,5,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,好！！！！！,10,China Progress,None
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,确实是这样，真要想打的话，等开战再放出来这些对面绝对傻了,8,China Progress,Famous Content Creator
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,只有中国带领下才能实现“世界人民大团结万岁”的目标,9,China Progress,Famous Content Creator
0,99000,880,"(2025, 2, 4)",吃瓜蒙主,178766,59,提醒up 官方说法现已改为“五胡入华”,5,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,原料给它们限制了,3,China Progress,Famous Content Creator
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,觉得你有罪给你加罪有什么难,7,China Progress,Famous Content Creator
0,101000,582,"(2025, 1, 22)",财富论Pro,608,102,就是差不多吊打全世界,1,China Progress,None
1,727000,1227,"(2024, 12, 13)",鹿头军师,491292,128,暂时,8,China Progress,Famous Content Creator
9,47000,86,"(2025, 1, 3)",杜文龙,79469,115,？！七代了就？！,5,China Progress,Public Figure
